post_id,date,month,weekday,hour,topic,text,label,sentiment_score,followers,likes,retweets,comments,engagement_total
8089,2025-06-10,6,1,8,Technology,"self-driving today, and it was specs",neutral,0.16,2645,627,241,182,1050
8090,2025-06-23,6,0,7,Entertainment,Anyone else think concert is boring?,negative,-0.49,386,69,23,15,107
8091,2025-06-24,6,1,7,Finance,Can we talk about funds? loss,negative,-0.66,134,19,2,2,23
8092,2025-06-23,6,0,21,Food,My thoughts on hotpot: review,neutral,-0.25,5956,1147,388,98,1633
8093,2025-02-21,2,4,20,Entertainment,Anyone else think Marvel is release?,neutral,-0.1,891,78,26,13,117
8094,2025-03-06,3,3,19,Entertainment,Just experienced movie - masterpiece!,positive,0.7,411,44,10,5,59
8095,2025-06-27,6,4,22,Technology,Just experienced internet - exciting!,positive,0.37,1192,348,172,18,538
8096,2025-01-20,1,0,21,Social,Anyone else think transport is positive?,positive,0.35,213915,33048,15703,6610,55361
8097,2025-04-02,4,2,21,Finance,stocks is really loss,negative,-0.6,11014,2962,1103,469,4534
8098,2025-06-08,6,6,21,Technology,5G is really innovative,positive,0.66,11216,942,371,132,1445
8099,2025-06-14,6,5,18,Technology,"phone today, and it was amazing",positive,0.78,2620,339,113,40,492
8100,2025-03-05,3,2,10,Entertainment,Just experienced anime - trailer!,neutral,-0.02,1529,141,52,42,235
8101,2025-04-21,4,0,12,Technology,Can we talk about phone? buggy,negative,-0.61,9,1,0,0,1
8102,2025-03-12,3,2,16,Entertainment,"Netflix today, and it was boring",negative,-0.63,282,75,36,6,117
8103,2025-01-30,1,3,22,Food,My thoughts on BBQ: amazing,positive,0.7,419,120,37,16,173
8104,2025-05-06,5,1,13,Food,Can we talk about dessert? review,neutral,0.22,25,3,0,0,3
8105,2025-05-31,5,5,13,Social,"inflation today, and it was progress",positive,0.52,108,5,0,1,6
8106,2025-01-22,1,2,17,Technology,Anyone else think self-driving is great?,positive,0.58,20,1,0,0,1
8107,2025-01-14,1,1,14,Technology,"Tesla today, and it was features",neutral,-0.21,1015,189,70,37,296
8108,2025-03-15,3,5,23,Social,housing is really hopeful,positive,0.53,5639,1660,179,189,2028
8109,2025-02-17,2,0,11,Food,Anyone else think BBQ is overpriced?,negative,-0.59,10032,1264,282,326,1872
8110,2025-03-15,3,5,18,Social,"housing today, and it was stressful",negative,-0.68,2513,476,115,100,691
8111,2025-01-29,1,2,6,Entertainment,Disney is really release,neutral,-0.24,159,28,3,4,35
8112,2025-02-05,2,2,15,Technology,"Xiaomi today, and it was breakthrough",positive,0.38,23,1,0,0,1
8113,2025-03-10,3,0,10,Entertainment,Can we talk about movie? box office,neutral,-0.08,32,4,0,0,4
8114,2025-06-06,6,4,16,Entertainment,Just experienced movie - must-watch!,positive,0.65,86,16,6,3,25
8115,2025-06-27,6,4,18,Technology,My thoughts on Apple: buggy,negative,-0.3,185,7,0,1,8
8116,2025-06-06,6,4,23,Food,"BBQ today, and it was overpriced",negative,-0.92,796,136,48,27,211
8117,2025-02-09,2,6,9,Technology,My thoughts on GPT: overpriced,negative,-0.6,144,20,7,3,30
8118,2025-03-12,3,2,22,Technology,Can we talk about Huawei? launch,neutral,-0.03,2160,107,48,12,167
8119,2025-01-04,1,5,19,Technology,robot is really disappointing,negative,-0.44,689,191,28,41,260
8120,2025-01-27,1,0,19,Social,Anyone else think education is discussion?,neutral,0.28,1120,181,42,24,247
8121,2025-06-16,6,0,13,Food,Can we talk about coffee? menu,neutral,-0.3,10726,1983,721,176,2880
8122,2025-02-12,2,2,20,Food,Can we talk about boba tea? delicious,positive,0.34,103,10,2,2,14
8123,2025-06-19,6,3,18,Finance,Anyone else think investment is wealth?,positive,0.43,2533,459,222,58,739
8124,2025-02-17,2,0,9,Technology,Anyone else think Tesla is overhyped?,negative,-0.31,1066,223,37,12,272
8125,2025-04-24,4,3,16,Social,Anyone else think environment is positive?,positive,0.96,562,62,29,9,100
8126,2025-05-14,5,2,10,Social,Anyone else think work-life is hopeful?,positive,0.67,6441,1749,566,475,2790
8127,2025-02-08,2,5,16,Social,"inflation today, and it was difficult",negative,-0.68,6361,1698,245,484,2427
8128,2025-03-05,3,2,23,Finance,"economy today, and it was market",neutral,-0.11,165,45,18,8,71
8129,2025-03-02,3,6,23,Finance,My thoughts on investment: profit,positive,0.6,761,150,71,31,252
8130,2025-02-23,2,6,8,Technology,Just experienced Tesla - poor quality!,negative,-0.88,1924,315,119,76,510
8131,2025-06-19,6,3,18,Finance,Anyone else think economy is rally?,positive,0.81,635,78,9,20,107
8132,2025-03-28,3,4,10,Social,My thoughts on transport: report,neutral,0.18,3533,135,63,30,228
8133,2025-04-14,4,0,10,Technology,Just experienced 5G - update!,neutral,-0.29,1924,244,64,71,379
8134,2025-02-23,2,6,14,Technology,My thoughts on Huawei: overpriced,negative,-0.34,42835,11134,4278,2176,17588
8135,2025-05-31,5,5,23,Entertainment,Can we talk about Netflix? masterpiece,positive,0.93,51,5,1,0,6
8136,2025-01-03,1,4,11,Food,My thoughts on dessert: amazing,positive,0.41,858,98,29,29,156
8137,2025-06-01,6,6,10,Finance,Can we talk about stocks? loss,negative,-1.0,178,36,13,10,59
8138,2025-03-18,3,1,22,Food,dessert is really overpriced,negative,-0.5,3670,102,17,8,127
8139,2025-03-24,3,0,19,Technology,My thoughts on GPT: leading,positive,0.84,43,4,0,0,4
8140,2025-05-04,5,6,20,Food,Anyone else think street food is disappointing?,negative,-0.8,2192,396,77,84,557
8141,2025-03-01,3,5,11,Food,My thoughts on street food: delicious,positive,0.38,311,77,34,16,127
8142,2025-04-28,4,0,18,Food,My thoughts on coffee: must-try,positive,0.74,252,43,7,2,52
8143,2025-01-26,1,6,12,Social,My thoughts on transport: support,positive,0.41,60,3,0,0,3
8144,2025-01-09,1,3,21,Food,Anyone else think dessert is amazing?,positive,0.33,432,113,16,19,148
8145,2025-06-16,6,0,23,Entertainment,Just experienced movie - amazing!,positive,0.6,9595,1181,367,303,1851
8146,2025-02-05,2,2,16,Technology,Anyone else think self-driving is update?,neutral,-0.2,1042,283,68,72,423
8147,2025-02-15,2,5,7,Finance,investment is really trading,neutral,0.08,3848,584,173,59,816
8148,2025-05-19,5,0,8,Technology,Huawei is really exciting,positive,0.5,30616,7437,2987,1641,12065
8149,2025-02-03,2,0,14,Technology,"GPT today, and it was exciting",positive,0.56,1858,433,63,53,549
8150,2025-06-26,6,3,23,Finance,crypto is really wealth,positive,0.35,358,26,5,3,34
8151,2025-04-20,4,6,17,Food,hotpot is really wait time,neutral,0.23,2791,475,228,117,820
8152,2025-06-17,6,1,8,Social,Anyone else think transport is data?,neutral,-0.01,369,13,6,3,22
8153,2025-06-16,6,0,12,Technology,Can we talk about 5G? disappointing,negative,-0.69,399,44,9,12,65
8154,2025-05-20,5,1,12,Food,"dessert today, and it was delicious",positive,0.64,52,3,0,0,3
8155,2025-04-05,4,5,9,Social,My thoughts on housing: difficult,negative,-0.59,6991,270,118,57,445
8156,2025-05-06,5,1,22,Food,Just experienced boba tea - hidden gem!,positive,0.53,506,43,21,7,71
8157,2025-02-07,2,4,12,Technology,Anyone else think internet is poor quality?,negative,-0.55,1578,446,161,67,674
8158,2025-01-03,1,4,17,Social,Just experienced environment - data!,neutral,-0.19,138,23,2,1,26
8159,2025-04-14,4,0,12,Entertainment,"concert today, and it was terrible",negative,-0.97,2622,375,182,83,640
8160,2025-04-02,4,2,17,Food,Just experienced coffee - wait time!,neutral,-0.1,238,30,8,4,42
8161,2025-01-16,1,3,13,Food,Can we talk about BBQ? amazing,positive,0.58,825,41,11,2,54
8162,2025-03-07,3,4,7,Finance,Can we talk about crypto? portfolio,neutral,-0.3,6346,1127,184,79,1390
8163,2025-05-28,5,2,14,Social,My thoughts on health: survey,neutral,-0.03,5332,1109,514,210,1833
8164,2025-02-21,2,4,15,Food,"coffee today, and it was location",neutral,-0.04,1049,177,43,27,247
8165,2025-06-20,6,4,7,Food,"hotpot today, and it was menu",neutral,0.29,31,1,0,0,1
8166,2025-06-02,6,0,15,Entertainment,Netflix is really release,neutral,0.23,436097,105534,18805,16249,140588
8167,2025-05-04,5,6,14,Technology,Can we talk about chip? features,neutral,0.19,36015,9782,3296,1216,14294
8168,2025-03-03,3,0,7,Food,"BBQ today, and it was delicious",positive,0.53,4653,724,191,55,970
8169,2025-05-25,5,6,21,Entertainment,anime is really waste of time,negative,-0.86,243,51,11,9,71
8170,2025-04-14,4,0,16,Entertainment,Can we talk about Disney? waste of time,negative,-0.55,873,252,41,73,366
8171,2025-05-12,5,0,13,Finance,Anyone else think bitcoin is breakthrough?,positive,0.62,369,100,14,20,134
8172,2025-01-21,1,1,15,Finance,My thoughts on bitcoin: breakthrough,positive,0.36,13735,1315,402,134,1851
8173,2025-04-08,4,1,15,Finance,My thoughts on crypto: forecast,neutral,-0.12,1853,187,53,33,273
8174,2025-01-26,1,6,11,Technology,Just experienced Apple - price!,neutral,0.24,228,46,6,12,64
8175,2025-06-15,6,6,18,Technology,"Apple today, and it was update",neutral,-0.16,427,60,26,16,102
8176,2025-02-20,2,3,20,Technology,GPT is really launch,neutral,-0.06,10325,2909,1374,723,5006
8177,2025-06-01,6,6,19,Social,inflation is really positive,positive,0.47,26908,6735,1816,710,9261
8178,2025-04-28,4,0,22,Social,"work-life today, and it was discussion",neutral,-0.29,23310,5175,1206,954,7335
8179,2025-01-01,1,2,18,Technology,Just experienced robot - breakthrough!,positive,0.9,4984,272,134,30,436
8180,2025-05-21,5,2,9,Food,boba tea is really hidden gem,positive,0.34,661,20,2,1,23
8181,2025-02-12,2,2,19,Social,transport is really progress,positive,0.69,1,0,0,0,0
8182,2025-06-27,6,4,17,Social,"transport today, and it was expensive",negative,-0.57,1986,248,90,33,371
8183,2025-01-03,1,4,16,Entertainment,Just experienced Netflix - premiere!,neutral,0.11,1092,184,83,50,317
8184,2025-01-17,1,4,7,Entertainment,My thoughts on concert: masterpiece,positive,0.68,1450,230,39,30,299
8185,2025-01-13,1,0,16,Entertainment,"Disney today, and it was amazing",positive,0.92,1221,357,119,45,521
8186,2025-06-30,6,0,11,Technology,Anyone else think internet is price?,neutral,-0.25,77,20,7,3,30
8187,2025-05-15,5,3,16,Entertainment,My thoughts on game: trailer,neutral,-0.14,3343,867,130,101,1098
8188,2025-03-01,3,5,8,Finance,"stocks today, and it was portfolio",neutral,0.03,3883,713,184,126,1023
8189,2025-05-05,5,0,12,Social,Can we talk about pension? expensive,negative,-0.67,4292,206,84,33,323
8190,2025-01-18,1,5,18,Technology,Can we talk about chip? leading,positive,0.8,7281,1491,663,275,2429
8191,2025-06-04,6,2,21,Technology,Anyone else think chip is exciting?,positive,0.63,3670,535,88,50,673
8192,2025-05-12,5,0,15,Entertainment,My thoughts on Marvel: classic,positive,0.95,482,89,12,7,108
8193,2025-02-09,2,6,19,Entertainment,Can we talk about concert? box office,neutral,-0.2,951,20,2,1,23
8194,2025-01-10,1,4,22,Social,Can we talk about housing? survey,neutral,-0.3,1315,197,71,32,300
8195,2025-05-31,5,5,16,Social,Can we talk about housing? progress,positive,0.97,1360,289,70,24,383
8196,2025-04-15,4,1,21,Entertainment,Can we talk about game? classic,positive,0.48,8074,1163,143,299,1605
8197,2025-02-08,2,5,23,Technology,Anyone else think robot is disappointing?,negative,-0.53,3973,967,132,53,1152
8198,2025-01-11,1,5,16,Finance,economy is really forecast,neutral,0.08,69890,8036,1260,1236,10532
8199,2025-03-06,3,3,11,Entertainment,Can we talk about concert? rating,neutral,-0.14,90484,23358,11528,4452,39338
8200,2025-03-18,3,1,10,Food,My thoughts on BBQ: overpriced,negative,-0.68,1286,192,84,45,321
8201,2025-02-16,2,6,20,Entertainment,Marvel is really release,neutral,-0.23,0,0,0,0,0
8202,2025-06-17,6,1,14,Entertainment,"Disney today, and it was boring",negative,-0.42,13012,3672,1116,597,5385
8203,2025-05-22,5,3,18,Social,"pension today, and it was anxious",negative,-0.61,372,111,17,31,159
8204,2025-01-19,1,6,21,Technology,My thoughts on robot: price,neutral,0.14,220,48,14,7,69
8205,2025-05-08,5,3,14,Food,Anyone else think hotpot is delicious?,positive,0.66,494,61,20,13,94
8206,2025-01-21,1,1,20,Social,Just experienced inflation - discussion!,neutral,-0.01,448,104,10,23,137
8207,2025-01-13,1,0,17,Entertainment,Anyone else think concert is release?,neutral,0.05,3731,157,64,32,253
8208,2025-01-22,1,2,21,Entertainment,Can we talk about game? trailer,neutral,-0.19,48,8,1,1,10
8209,2025-04-07,4,0,7,Entertainment,My thoughts on game: box office,neutral,0.21,127,15,7,1,23
8210,2025-01-16,1,3,22,Food,My thoughts on coffee: disappointing,negative,-0.76,2178,299,89,23,411
8211,2025-06-22,6,6,8,Food,Anyone else think BBQ is delicious?,positive,0.32,3811,38,14,11,63
8212,2025-06-08,6,6,10,Entertainment,Can we talk about concert? must-watch,positive,0.79,3956,297,53,38,388
8213,2025-05-14,5,2,10,Entertainment,Can we talk about Marvel? boring,negative,-0.52,227,50,18,6,74
8214,2025-01-11,1,5,20,Finance,economy is really bullish,positive,0.61,155,9,3,2,14
8215,2025-04-20,4,6,21,Technology,Tesla is really leading,positive,0.47,398,98,38,28,164
8216,2025-06-19,6,3,6,Finance,Just experienced investment - volatile!,negative,-0.35,1771,513,244,134,891
8217,2025-06-30,6,0,11,Social,Can we talk about housing? support,positive,0.34,21395,1961,278,279,2518
8218,2025-06-19,6,3,13,Entertainment,My thoughts on movie: rating,neutral,0.02,18,0,0,0,0
8219,2025-02-16,2,6,10,Finance,My thoughts on crypto: bullish,positive,0.47,705,59,25,14,98
8220,2025-05-21,5,2,12,Food,street food is really wait time,neutral,0.02,76,22,5,2,29
8221,2025-05-28,5,2,21,Technology,Can we talk about self-driving? exciting,positive,0.96,40,8,3,0,11
8222,2025-03-12,3,2,6,Entertainment,Marvel is really waste of time,negative,-0.41,7584,89,17,6,112
8223,2025-06-26,6,3,12,Social,Anyone else think education is report?,neutral,0.3,3259,272,87,17,376
8224,2025-05-18,5,6,14,Social,My thoughts on transport: support,positive,0.36,2694,118,15,35,168
8225,2025-01-09,1,3,11,Technology,My thoughts on AI: leading,positive,0.94,6919,655,305,106,1066
8226,2025-02-21,2,4,13,Entertainment,Just experienced anime - amazing!,positive,0.82,420,11,5,1,17
8227,2025-02-08,2,5,12,Food,Anyone else think coffee is review?,neutral,0.26,461,94,11,26,131
8228,2025-01-17,1,4,17,Finance,Can we talk about economy? recession,negative,-0.32,86808,3576,767,736,5079
8229,2025-06-02,6,0,13,Technology,My thoughts on internet: update,neutral,0.01,669,94,24,11,129
8230,2025-01-05,1,6,21,Technology,Can we talk about internet? leading,positive,0.56,4770,810,87,165,1062
8231,2025-01-27,1,0,6,Entertainment,Just experienced game - amazing!,positive,0.73,1110,246,100,21,367
8232,2025-06-12,6,3,11,Entertainment,Can we talk about concert? disappointing,negative,-0.85,27,2,0,0,2
8233,2025-06-21,6,5,9,Finance,Anyone else think economy is loss?,negative,-0.42,18,3,0,0,3
8234,2025-05-26,5,0,23,Entertainment,My thoughts on anime: disappointing,negative,-0.94,344,55,17,6,78
8235,2025-02-09,2,6,21,Social,"work-life today, and it was analysis",neutral,0.0,9065,1580,395,470,2445
8236,2025-01-25,1,5,6,Food,Just experienced street food - price!,neutral,-0.14,5305,1525,698,231,2454
8237,2025-04-19,4,5,23,Technology,My thoughts on self-driving: overhyped,negative,-0.94,6823,666,69,114,849
8238,2025-01-07,1,1,22,Social,Anyone else think health is discussion?,neutral,0.13,152,31,14,5,50
8239,2025-06-16,6,0,15,Food,street food is really menu,neutral,0.18,27770,8046,2217,2244,12507
8240,2025-01-24,1,4,8,Entertainment,My thoughts on Disney: release,neutral,0.28,159,7,1,1,9
8241,2025-02-12,2,2,13,Social,Just experienced environment - data!,neutral,0.14,1678,501,86,89,676
8242,2025-05-04,5,6,7,Finance,funds is really loss,negative,-0.33,1074,315,115,91,521
8243,2025-05-25,5,6,18,Entertainment,Anyone else think Marvel is amazing?,positive,0.49,774,152,51,10,213
8244,2025-03-02,3,6,18,Entertainment,"anime today, and it was disappointing",negative,-0.96,15949,822,337,199,1358
8245,2025-05-20,5,1,10,Entertainment,Just experienced anime - disappointing!,negative,-0.52,267,10,2,2,14
8246,2025-05-28,5,2,12,Technology,My thoughts on blockchain: amazing,positive,0.37,73,8,2,1,11
8247,2025-03-24,3,0,17,Technology,My thoughts on internet: great,positive,0.73,1141,310,62,73,445
8248,2025-06-21,6,5,23,Food,boba tea is really disappointing,negative,-0.89,492,123,55,9,187
8249,2025-05-05,5,0,23,Finance,Just experienced crypto - forecast!,neutral,0.1,941063,20459,2566,3869,26894
8250,2025-04-14,4,0,19,Entertainment,Anyone else think Marvel is terrible?,negative,-0.84,4242,580,156,39,775
8251,2025-02-11,2,1,23,Entertainment,"anime today, and it was classic",positive,0.52,483,102,24,9,135
8252,2025-03-05,3,2,7,Entertainment,Anyone else think Marvel is release?,neutral,0.28,132,5,2,0,7
8253,2025-04-20,4,6,20,Finance,My thoughts on investment: profit,positive,0.69,25,4,0,0,4
8254,2025-05-06,5,1,7,Finance,My thoughts on funds: forecast,neutral,0.03,141,29,5,1,35
8255,2025-03-29,3,5,9,Finance,funds is really bullish,positive,0.3,1380,28,11,5,44
8256,2025-01-21,1,1,20,Technology,Anyone else think Tesla is disappointing?,negative,-0.55,19046,1472,425,284,2181
8257,2025-03-07,3,4,16,Social,environment is really stressful,negative,-0.37,10335,650,98,172,920
8258,2025-02-02,2,6,13,Entertainment,Just experienced Netflix - terrible!,negative,-0.93,1734,49,17,3,69
8259,2025-02-15,2,5,11,Social,Just experienced work-life - hopeful!,positive,0.34,574,77,31,11,119
8260,2025-04-04,4,4,21,Food,boba tea is really hidden gem,positive,0.63,1877,389,187,84,660
8261,2025-03-02,3,6,11,Social,Anyone else think inflation is unfair?,negative,-0.89,388,62,17,16,95
8262,2025-01-23,1,3,12,Social,Can we talk about housing? unfair,negative,-0.8,34088,8885,3452,2605,14942
8263,2025-04-30,4,2,9,Food,Anyone else think dessert is wait time?,neutral,0.21,751,86,22,24,132
8264,2025-01-17,1,4,10,Finance,My thoughts on funds: bullish,positive,0.69,922,25,10,4,39
8265,2025-05-01,5,3,8,Entertainment,My thoughts on anime: release,neutral,0.25,13,3,0,0,3
8266,2025-01-09,1,3,10,Entertainment,Can we talk about Netflix? rating,neutral,0.21,741,202,72,47,321
8267,2025-02-01,2,5,20,Technology,My thoughts on self-driving: exciting,positive,0.69,5842,962,469,208,1639
8268,2025-05-23,5,4,19,Entertainment,My thoughts on movie: must-watch,positive,0.65,129,8,2,2,12
8269,2025-04-27,4,6,22,Food,"coffee today, and it was review",neutral,0.24,244,43,16,10,69
8270,2025-02-26,2,2,17,Entertainment,"concert today, and it was rating",neutral,0.17,5353,1057,440,62,1559
8271,2025-03-09,3,6,14,Entertainment,Anyone else think anime is amazing?,positive,0.49,57,14,2,3,19
8272,2025-04-14,4,0,11,Technology,My thoughts on phone: features,neutral,-0.05,9096,757,363,87,1207
8273,2025-01-03,1,4,21,Entertainment,Anyone else think anime is disappointing?,negative,-0.86,378,4,0,0,4
8274,2025-04-24,4,3,9,Entertainment,"movie today, and it was box office",neutral,-0.03,504,69,16,7,92
8275,2025-04-03,4,3,14,Technology,Just experienced Xiaomi - update!,neutral,-0.01,115,32,5,5,42
8276,2025-01-30,1,3,13,Social,inflation is really stressful,negative,-0.39,2335,669,224,87,980
8277,2025-06-18,6,2,23,Entertainment,Anyone else think Disney is amazing?,positive,0.58,150203,9545,4561,2855,16961
8278,2025-05-10,5,5,10,Technology,Just experienced self-driving - price!,neutral,0.21,5234,660,194,182,1036
8279,2025-01-27,1,0,12,Finance,My thoughts on funds: recession,negative,-0.98,194,45,4,4,53
8280,2025-05-09,5,4,19,Entertainment,"Marvel today, and it was rating",neutral,-0.22,10627,294,32,75,401
8281,2025-04-14,4,0,18,Technology,Just experienced robot - overhyped!,negative,-0.49,582,46,18,12,76
8282,2025-03-23,3,6,7,Finance,crypto is really rally,positive,0.86,17136,421,47,43,511
8283,2025-05-02,5,4,15,Technology,"chip today, and it was exciting",positive,0.83,5504,373,55,35,463
8284,2025-02-14,2,4,17,Social,"housing today, and it was analysis",neutral,-0.13,3,0,0,0,0
8285,2025-06-12,6,3,23,Social,Just experienced transport - improvement!,positive,0.54,147,8,2,1,11
8286,2025-01-23,1,3,6,Finance,"investment today, and it was analysis",neutral,0.14,7250,1381,662,210,2253
8287,2025-01-18,1,5,23,Technology,"phone today, and it was update",neutral,-0.06,1485,287,102,83,472
8288,2025-05-06,5,1,6,Technology,"internet today, and it was innovative",positive,0.4,141,40,5,7,52
8289,2025-04-08,4,1,15,Entertainment,"Netflix today, and it was classic",positive,0.65,308,12,3,1,16
8290,2025-01-09,1,3,8,Entertainment,My thoughts on concert: amazing,positive,0.73,24,4,1,0,5
8291,2025-03-13,3,3,12,Food,Just experienced boba tea - delicious!,positive,0.31,918,249,115,36,400
8292,2025-06-06,6,4,8,Technology,My thoughts on internet: overpriced,negative,-0.99,91251,3657,791,532,4980
8293,2025-04-30,4,2,15,Entertainment,movie is really premiere,neutral,0.07,5485,454,89,113,656
8294,2025-02-02,2,6,19,Entertainment,Anyone else think Disney is classic?,positive,0.81,87626,25980,8912,2536,37428
8295,2025-03-06,3,3,11,Technology,Can we talk about 5G? great,positive,0.66,6404,287,102,45,434
8296,2025-04-17,4,3,18,Social,pension is really difficult,negative,-0.56,8560,2539,527,743,3809
8297,2025-06-24,6,1,11,Finance,My thoughts on funds: portfolio,neutral,0.21,56849,3983,1662,898,6543
8298,2025-04-12,4,5,19,Entertainment,"Netflix today, and it was terrible",negative,-0.66,2332,302,122,88,512
8299,2025-06-10,6,1,8,Food,Can we talk about street food? review,neutral,-0.2,754,77,16,10,103
8300,2025-03-03,3,0,21,Entertainment,game is really boring,negative,-0.87,8650,1474,460,417,2351
8301,2025-05-18,5,6,7,Entertainment,Just experienced Disney - masterpiece!,positive,0.74,20084,5054,2426,1431,8911
8302,2025-02-24,2,0,22,Finance,Just experienced investment - recession!,negative,-0.54,419,15,5,1,21
8303,2025-01-13,1,0,15,Entertainment,Netflix is really release,neutral,0.01,259,71,26,15,112
8304,2025-02-20,2,3,7,Entertainment,Marvel is really incredible,positive,0.78,1447,186,45,34,265
8305,2025-02-25,2,1,23,Finance,"stocks today, and it was bullish",positive,0.47,5784,1317,541,241,2099
8306,2025-03-27,3,3,14,Social,"inflation today, and it was hopeful",positive,0.59,5410,1340,293,208,1841
8307,2025-01-13,1,0,11,Social,Just experienced work-life - positive!,positive,0.43,63,17,6,1,24
8308,2025-05-29,5,3,22,Social,My thoughts on pension: hopeful,positive,0.67,50171,11823,5455,2172,19450
8309,2025-04-25,4,4,15,Finance,Can we talk about funds? analysis,neutral,-0.03,304,65,16,6,87
8310,2025-05-18,5,6,15,Food,Can we talk about hotpot? menu,neutral,0.13,645,171,31,32,234
8311,2025-03-18,3,1,22,Social,My thoughts on health: discussion,neutral,0.27,180,9,1,1,11
8312,2025-05-11,5,6,17,Social,Can we talk about transport? discussion,neutral,-0.0,241991,40294,7691,7779,55764
8313,2025-06-06,6,4,12,Social,Anyone else think education is survey?,neutral,-0.25,1779,395,161,71,627
8314,2025-05-16,5,4,16,Entertainment,anime is really masterpiece,positive,0.41,199,52,17,15,84
8315,2025-05-05,5,0,23,Food,Just experienced street food - not fresh!,negative,-0.48,6172,1788,257,327,2372
8316,2025-01-03,1,4,18,Technology,My thoughts on chip: innovative,positive,0.37,5106,349,92,68,509
8317,2025-02-20,2,3,14,Food,Anyone else think street food is must-try?,positive,0.7,753,123,18,17,158
8318,2025-02-10,2,0,15,Food,BBQ is really disappointing,negative,-0.33,5891,1147,184,255,1586
8319,2025-04-03,4,3,14,Food,Can we talk about BBQ? bad service,negative,-0.62,210,11,2,2,15
8320,2025-02-16,2,6,10,Technology,Can we talk about internet? disappointing,negative,-0.62,409,111,27,12,150
8321,2025-01-26,1,6,22,Technology,Just experienced robot - launch!,neutral,-0.23,19,5,1,1,7
8322,2025-03-21,3,4,7,Food,"coffee today, and it was overpriced",negative,-0.63,77,18,4,5,27
8323,2025-04-08,4,1,6,Finance,My thoughts on stocks: bullish,positive,0.45,40752,8396,1671,554,10621
8324,2025-03-27,3,3,15,Social,Anyone else think education is improvement?,positive,0.39,29227,422,208,102,732
8325,2025-04-15,4,1,17,Social,My thoughts on education: discussion,neutral,-0.12,1250,91,21,23,135
8326,2025-04-27,4,6,20,Entertainment,Just experienced game - waste of time!,negative,-0.43,30511,2838,558,386,3782
8327,2025-04-09,4,2,14,Social,My thoughts on inflation: difficult,negative,-0.46,796,195,82,20,297
8328,2025-01-22,1,2,17,Entertainment,My thoughts on concert: boring,negative,-0.94,673,118,53,34,205
8329,2025-01-14,1,1,21,Technology,Anyone else think 5G is launch?,neutral,-0.18,1227,309,64,81,454
8330,2025-02-08,2,5,22,Food,Can we talk about BBQ? hidden gem,positive,0.59,854,217,29,46,292
8331,2025-03-01,3,5,20,Food,Anyone else think street food is fresh?,positive,0.74,713,14,5,0,19
8332,2025-02-01,2,5,16,Entertainment,"Disney today, and it was box office",neutral,-0.12,10794,930,139,118,1187
8333,2025-06-25,6,2,13,Technology,Anyone else think blockchain is features?,neutral,0.11,1480,440,149,105,694
8334,2025-04-24,4,3,20,Technology,My thoughts on self-driving: disappointing,negative,-0.58,4559,468,63,54,585
8335,2025-06-06,6,4,8,Social,"environment today, and it was report",neutral,0.26,8627,1242,541,110,1893
8336,2025-05-05,5,0,15,Finance,Just experienced investment - forecast!,neutral,0.21,2383,640,205,154,999
8337,2025-05-24,5,5,16,Food,"street food today, and it was amazing",positive,0.99,157,32,6,8,46
8338,2025-04-21,4,0,18,Technology,Can we talk about internet? poor quality,negative,-0.91,73,15,2,2,19
8339,2025-04-02,4,2,8,Technology,"blockchain today, and it was great",positive,0.49,1476,52,22,11,85
8340,2025-06-29,6,6,14,Entertainment,Anyone else think anime is terrible?,negative,-0.86,778,105,13,13,131
8341,2025-06-23,6,0,21,Technology,Can we talk about Huawei? overhyped,negative,-0.39,1306,283,58,48,389
8342,2025-04-26,4,5,10,Technology,Anyone else think Tesla is poor quality?,negative,-0.78,1061,187,88,39,314
8343,2025-03-13,3,3,20,Entertainment,Can we talk about Disney? box office,neutral,-0.29,192364,44338,10267,3221,57826
8344,2025-06-23,6,0,20,Technology,Anyone else think internet is price?,neutral,0.08,76,2,0,0,2
8345,2025-05-18,5,6,8,Technology,Just experienced phone - review!,neutral,0.19,20,4,1,0,5
8346,2025-04-06,4,6,16,Social,housing is really hopeful,positive,0.6,2131,214,81,23,318
8347,2025-02-05,2,2,14,Social,"work-life today, and it was discussion",neutral,0.24,516,25,3,5,33
8348,2025-06-18,6,2,16,Finance,Can we talk about stocks? analysis,neutral,0.16,2063,248,86,53,387
8349,2025-02-25,2,1,17,Social,Anyone else think health is difficult?,negative,-0.81,3525,632,274,140,1046
8350,2025-02-23,2,6,19,Entertainment,Marvel is really premiere,neutral,-0.02,14302,3212,943,897,5052
8351,2025-03-02,3,6,22,Technology,Anyone else think internet is review?,neutral,0.19,53,9,1,1,11
8352,2025-03-13,3,3,21,Social,My thoughts on housing: progress,positive,0.8,360,11,5,1,17
8353,2025-01-04,1,5,11,Technology,Anyone else think blockchain is poor quality?,negative,-0.61,2585,270,34,77,381
8354,2025-02-07,2,4,13,Technology,Can we talk about phone? specs,neutral,-0.04,5120,357,146,37,540
8355,2025-05-08,5,3,20,Technology,My thoughts on GPT: breakthrough,positive,0.99,88159,25109,9858,2472,37439
8356,2025-05-09,5,4,14,Social,"health today, and it was stressful",negative,-0.53,7416,729,261,129,1119
8357,2025-05-22,5,3,8,Social,Anyone else think inflation is hopeful?,positive,0.87,978,264,48,21,333
